sale_id,customer_id,product_id,product_name,product_category,purchase_amount,quantity,purchase_date,discount_applied,payment_method,channel,satisfaction_rating,repeat_purchase
SALE_000017,CUST_00162,PROD_9246,Appliances,Home,157.86,3,2025-08-01,True,PayPal,Mobile App,5.0,True
SALE_000018,CUST_00397,PROD_3240,Clearance,Discount,5.95,2,2025-07-28,False,Gift Card,In-Store,4.5,True
SALE_000019,CUST_00264,PROD_3948,Fitness,Health,36.25,4,2025-05-30,False,Credit Card,Mobile App,4.5,True
SALE_000020,CUST_00373,PROD_4930,Jeans,Fashion,131.64,3,2025-07-15,True,Credit Card,Online,4.9,True
SALE_000021,CUST_00167,PROD_7244,Garden,Home,175.67,3,2025-02-18,True,Gift Card,Phone,4.2,False
SALE_000022,CUST_00228,PROD_4033,Household,Essentials,29.72,3,2025-08-04,True,Credit Card,In-Store,4.7,False
SALE_000023,CUST_00353,PROD_7925,Hotels,Travel,987.8,3,2025-07-06,False,Cash,Online,4.3,True
SALE_000024,CUST_00327,PROD_7925,Hotels,Travel,1031.37,3,2025-07-14,False,Gift Card,Phone,4.0,True
SALE_000025,CUST_00049,PROD_4430,Headphones,Electronics,330.63,3,2025-05-26,False,Gift Card,Phone,5.0,False
SALE_000026,CUST_00499,PROD_4412,Jacket,Fashion,38.8,1,2025-07-11,True,Gift Card,Online,4.0,True
SALE_000027,CUST_00089,PROD_5103,T-Shirt,Fashion,86.64,4,2025-02-25,False,Gift Card,In-Store,4.6,True
SALE_000028,CUST_00027,PROD_5103,T-Shirt,Fashion,47.24,4,2025-07-22,False,PayPal,Online,4.5,True
SALE_000029,CUST_00197,PROD_3948,Fitness,Health,32.46,2,2025-04-30,True,PayPal,Online,4.9,True
SALE_000030,CUST_00425,PROD_5228,Organic,Groceries,7.24,2,2025-04-05,False,Cash,In-Store,3.7,True
SALE_000031,CUST_00410,PROD_0972,Bulk,Discount,5.44,3,2025-05-02,True,Credit Card,Online,3.5,False
SALE_000032,CUST_00234,PROD_4033,Household,Essentials,17.82,3,2025-07-27,True,Debit Card,Mobile App,3.9,False
SALE_000033,CUST_00230,PROD_6980,Fresh,Groceries,19.7,5,2025-06-30,False,Credit Card,In-Store,4.3,False
SALE_000034,CUST_00203,PROD_5230,Food,Groceries,24.67,1,2025-07-02,False,Debit Card,Mobile App,4.3,True
SALE_000035,CUST_00464,PROD_3948,Fitness,Health,44.58,2,2025-05-10,False,Credit Card,Phone,4.2,True
SALE_000036,CUST_00186,PROD_4458,Furniture,Home,220.97,3,2025-07-28,True,Gift Card,In-Store,4.4,False
SALE_000037,CUST_00112,PROD_4881,Smartphone,Electronics,334.63,3,2025-08-08,True,Cash,Online,4.1,True
SALE_000038,CUST_00434,PROD_4230,Frozen,Groceries,4.95,3,2025-05-25,True,Cash,Mobile App,3.9,False
SALE_000039,CUST_00009,PROD_5089,Streaming,Entertainment,37.51,3,2025-04-21,False,Debit Card,Mobile App,4.4,True
SALE_000040,CUST_00099,PROD_0864,Laptop,Electronics,304.46,3,2025-06-30,False,Credit Card,Mobile App,4.1,True
SALE_000041,CUST_00248,PROD_5228,Organic,Groceries,15.96,1,2025-05-25,True,PayPal,Phone,4.8,False
SALE_000042,CUST_00362,PROD_4412,Jacket,Fashion,144.59,3,2025-07-05,False,Gift Card,In-Store,5.0,True
SALE_000043,CUST_00476,PROD_5230,Food,Groceries,9.37,3,2025-06-28,False,Gift Card,Online,3.4,False
SALE_000044,CUST_00088,PROD_1745,Tablet,Electronics,304.79,3,2025-07-03,False,Gift Card,In-Store,5.0,True
SALE_000045,CUST_00467,PROD_5230,Food,Groceries,13.78,1,2025-01-28,True,Credit Card,In-Store,4.5,True
SALE_000046,CUST_00012,PROD_2864,Gaming,Electronics,386.4,1,2025-06-28,False,PayPal,In-Store,5.0,False
SALE_000047,CUST_00318,PROD_3010,Activities,Travel,957.13,2,2025-05-28,False,Credit Card,Online,4.3,True
SALE_000048,CUST_00299,PROD_9896,Generic,Discount,28.64,6,2025-04-28,False,Credit Card,Mobile App,4.6,True
SALE_000049,CUST_00155,PROD_0473,Kitchen,Home,153.22,2,2025-05-12,False,PayPal,Phone,4.6,False
SALE_000050,CUST_00210,PROD_6980,Fresh,Groceries,27.77,2,2025-05-04,False,Credit Card,In-Store,4.3,True
SALE_000051,CUST_00467,PROD_6061,Insurance,Travel,377.18,3,2025-04-21,False,Cash,Phone,4.2,False
SALE_000052,CUST_00326,PROD_9255,Car Rental,Travel,1608.32,3,2025-06-04,False,Gift Card,In-Store,4.0,True
SALE_000053,CUST_00338,PROD_4112,Jewelry,Luxury,1435.86,4,2025-05-11,False,Credit Card,In-Store,4.8,True
SALE_000054,CUST_00496,PROD_6980,Fresh,Groceries,11.08,5,2025-08-05,True,PayPal,Phone,4.3,True
SALE_000055,CUST_00154,PROD_6980,Fresh,Groceries,12.52,4,2025-04-07,False,PayPal,Phone,4.6,False
SALE_000056,CUST_00348,PROD_5103,T-Shirt,Fashion,97.57,4,2025-08-06,True,Debit Card,In-Store,5.0,True
SALE_000057,CUST_00176,PROD_1284,Bedding,Home,300.9,4,2024-08-08,False,PayPal,Mobile App,5.0,True
SALE_000058,CUST_00086,PROD_1486,Camera,Electronics,411.68,3,2025-03-07,False,PayPal,Online,4.3,False
SALE_000059,CUST_00448,PROD_6980,Fresh,Groceries,5.94,6,2025-07-19,False,PayPal,Phone,4.0,True
SALE_000060,CUST_00097,PROD_7899,Dress,Fashion,74.61,1,2025-04-24,False,Cash,Mobile App,4.4,True
SALE_000061,CUST_00447,PROD_0473,Kitchen,Home,67.88,1,2025-07-24,True,Credit Card,Mobile App,3.0,False
SALE_000062,CUST_00305,PROD_6061,Insurance,Travel,996.2,2,2025-07-07,True,Debit Card,Phone,4.9,True
SALE_000063,CUST_00107,PROD_2864,Gaming,Electronics,528.54,1,2025-03-19,False,Gift Card,Phone,5.0,False
SALE_000064,CUST_00272,PROD_2689,Personal,Health,34.19,3,2025-07-28,True,PayPal,Phone,4.0,False
SALE_000065,CUST_00328,PROD_6061,Insurance,Travel,1664.11,2,2025-07-01,False,Gift Card,Phone,5.0,True
SALE_000066,CUST_00138,PROD_9288,Accessories,Fashion,31.54,3,2025-07-23,True,Cash,In-Store,4.7,False
SALE_000067,CUST_00028,PROD_4930,Jeans,Fashion,58.28,2,2025-04-08,False,PayPal,Mobile App,5.0,False
SALE_000068,CUST_00390,PROD_6961,Utilities,Essentials,10.84,4,2025-03-14,True,PayPal,Mobile App,3.5,False
SALE_000069,CUST_00335,PROD_7925,Hotels,Travel,1440.41,5,2025-08-04,False,Debit Card,Phone,4.8,False
SALE_000070,CUST_00049,PROD_5228,Organic,Groceries,15.88,2,2025-06-29,False,Debit Card,In-Store,4.6,False
SALE_000071,CUST_00108,PROD_4881,Smartphone,Electronics,246.3,4,2025-04-12,False,Gift Card,Phone,4.7,True
SALE_000072,CUST_00053,PROD_0864,Laptop,Electronics,445.56,3,2025-06-27,False,PayPal,Phone,4.7,False
SALE_000073,CUST_00499,PROD_9944,Snacks,Groceries,12.53,3,2024-12-24,False,Debit Card,Phone,5.0,True
SALE_000074,CUST_00260,PROD_7649,Medical,Health,61.74,3,2025-07-31,False,Debit Card,Phone,4.1,True
SALE_000075,CUST_00372,PROD_9896,Generic,Discount,38.78,1,2025-05-05,True,PayPal,Phone,5.0,True
SALE_000076,CUST_00465,PROD_1486,Camera,Electronics,300.89,4,2025-05-05,True,PayPal,In-Store,4.4,True
SALE_000077,CUST_00341,PROD_7244,Garden,Home,577.3,3,2025-06-12,False,Gift Card,Mobile App,5.0,True
SALE_000078,CUST_00229,PROD_7649,Medical,Health,42.03,2,2025-05-22,True,Credit Card,Mobile App,3.9,True
SALE_000079,CUST_00369,PROD_5170,Decor,Home,349.94,2,2025-08-06,False,Gift Card,In-Store,4.0,True
SALE_000080,CUST_00207,PROD_0473,Kitchen,Home,143.99,3,2025-06-08,True,PayPal,Mobile App,4.7,True
SALE_000081,CUST_00458,PROD_9246,Appliances,Home,113.44,2,2025-07-29,True,Credit Card,Online,4.2,False
SALE_000082,CUST_00128,PROD_0864,Laptop,Electronics,221.17,4,2025-07-12,False,PayPal,Phone,4.5,True
SALE_000083,CUST_00182,PROD_1284,Bedding,Home,237.34,1,2025-07-29,True,Cash,In-Store,4.2,True
SALE_000084,CUST_00183,PROD_3948,Fitness,Health,34.87,4,2025-07-27,True,Gift Card,Phone,3.9,False
SALE_000085,CUST_00456,PROD_3948,Fitness,Health,44.07,2,2025-06-06,False,Cash,Phone,3.7,True
SALE_000086,CUST_00345,PROD_1670,Beverages,Groceries,39.78,3,2025-06-15,False,Credit Card,Phone,5.0,False
SALE_000087,CUST_00173,PROD_4458,Furniture,Home,224.34,2,2025-07-27,False,Debit Card,Phone,3.7,False
SALE_000088,CUST_00500,PROD_6961,Utilities,Essentials,20.06,4,2025-07-01,False,Cash,Phone,3.4,False
SALE_000089,CUST_00379,PROD_9766,Games,Entertainment,18.14,6,2025-06-21,False,Debit Card,Phone,3.2,False
SALE_000090,CUST_00041,PROD_2864,Gaming,Electronics,320.8,2,2025-07-21,False,Gift Card,Online,4.7,True
SALE_000091,CUST_00477,PROD_3948,Fitness,Health,49.85,4,2025-07-02,False,Gift Card,In-Store,3.6,True
SALE_000092,CUST_00309,PROD_5660,Packages,Travel,1120.5,3,2025-07-21,False,Gift Card,In-Store,5.0,False
SALE_000093,CUST_00152,PROD_9944,Snacks,Groceries,25.71,2,2025-05-25,False,Debit Card,Online,4.5,True
SALE_000094,CUST_00271,PROD_7244,Garden,Home,124.2,1,2025-05-30,False,Credit Card,Online,4.3,True
SALE_000095,CUST_00106,PROD_8417,Exclusive,Luxury,605.95,4,2025-06-24,False,Credit Card,In-Store,4.1,False
SALE_000096,CUST_00063,PROD_4412,Jacket,Fashion,77.51,7,2025-08-07,False,Credit Card,Phone,4.8,True
SALE_000097,CUST_00264,PROD_7649,Medical,Health,67.83,1,2025-03-16,False,PayPal,Online,4.4,False
SALE_000098,CUST_00072,PROD_4930,Jeans,Fashion,90.98,4,2025-05-02,False,Debit Card,Online,4.1,True
SALE_000099,CUST_00420,PROD_0551,Cleaning,Essentials,12.13,2,2025-06-10,False,Gift Card,Phone,4.0,True
SALE_000100,CUST_00287,PROD_0297,Concerts,Entertainment,47.98,3,2025-05-28,True,Cash,Online,4.7,True
SALE_000101,CUST_00230,PROD_4458,Furniture,Home,131.18,4,2025-07-06,False,Debit Card,Mobile App,4.4,True
SALE_000102,CUST_00462,PROD_1284,Bedding,Home,82.69,4,2025-07-02,True,PayPal,Online,3.8,False
SALE_000103,CUST_00302,PROD_0864,Laptop,Electronics,723.01,3,2025-06-17,False,Cash,Online,4.9,True
SALE_000104,CUST_00301,PROD_3010,Activities,Travel,1643.91,3,2025-02-26,False,Debit Card,Mobile App,5.0,False
SALE_000105,CUST_00062,PROD_9288,Accessories,Fashion,49.82,3,2025-07-04,False,PayPal,Online,4.6,True
SALE_000106,CUST_00429,PROD_1670,Beverages,Groceries,5.68,3,2025-07-19,True,Debit Card,Mobile App,4.3,False
SALE_000107,CUST_00418,PROD_6980,Fresh,Groceries,6.74,1,2025-07-13,False,Credit Card,In-Store,3.9,False
SALE_000108,CUST_00200,PROD_5230,Food,Groceries,16.88,3,2025-06-16,False,Debit Card,Phone,5.0,False
SALE_000109,CUST_00035,PROD_4412,Jacket,Fashion,72.64,3,2025-02-02,False,PayPal,Online,5.0,True
SALE_000110,CUST_00024,PROD_5103,T-Shirt,Fashion,73.39,3,2025-07-02,False,PayPal,Online,5.0,True
SALE_000111,CUST_00409,PROD_4033,Household,Essentials,5.93,3,2025-06-08,True,Credit Card,In-Store,3.0,False
SALE_000112,CUST_00198,PROD_2355,Basic,Discount,12.94,1,2025-01-28,False,Gift Card,Phone,4.0,True
SALE_000113,CUST_00047,PROD_7637,Movies,Entertainment,38.48,3,2025-07-28,False,PayPal,Phone,4.0,True
SALE_000114,CUST_00368,PROD_0297,Concerts,Entertainment,73.71,4,2024-12-22,True,Credit Card,Mobile App,4.2,False
SALE_000115,CUST_00460,PROD_4881,Smartphone,Electronics,225.65,4,2025-07-30,False,Cash,Online,3.8,True
SALE_000116,CUST_00227,PROD_9246,Appliances,Home,160.99,4,2025-07-28,False,Credit Card,Mobile App,4.2,False
SALE_000117,CUST_00328,PROD_6061,Insurance,Travel,1128.72,4,2025-08-06,False,PayPal,In-Store,4.7,True
SALE_000118,CUST_00019,PROD_1486,Camera,Electronics,482.08,2,2025-07-24,False,Gift Card,In-Store,4.9,True
SALE_000119,CUST_00046,PROD_1745,Tablet,Electronics,297.38,4,2025-06-30,False,Credit Card,Mobile App,5.0,True
SALE_000120,CUST_00297,PROD_8417,Exclusive,Luxury,1200.79,2,2025-06-14,False,Cash,Phone,5.0,False
SALE_000121,CUST_00418,PROD_6961,Utilities,Essentials,9.47,5,2025-07-18,False,PayPal,In-Store,3.6,True
SALE_000122,CUST_00360,PROD_7925,Hotels,Travel,1702.19,5,2025-07-23,False,Credit Card,Online,5.0,True
SALE_000123,CUST_00265,PROD_4881,Smartphone,Electronics,431.58,3,2025-08-01,False,Debit Card,Mobile App,4.1,True
SALE_000124,CUST_00246,PROD_5170,Decor,Home,182.89,7,2025-03-25,False,Gift Card,Online,3.3,False
SALE_000125,CUST_00229,PROD_3948,Fitness,Health,53.18,1,2025-07-18,True,Cash,In-Store,4.7,False
SALE_000126,CUST_00050,PROD_9896,Generic,Discount,12.29,3,2025-07-29,True,Debit Card,Online,4.1,True
SALE_000127,CUST_00227,PROD_5170,Decor,Home,169.27,4,2025-07-01,False,Cash,In-Store,3.5,False
SALE_000128,CUST_00034,PROD_9307,Basic Clothing,Essentials,20.59,4,2025-06-18,False,Cash,Online,5.0,True
SALE_000129,CUST_00376,PROD_0551,Cleaning,Essentials,10.4,2,2025-07-24,False,Debit Card,In-Store,4.8,True
SALE_000130,CUST_00332,PROD_3097,Premium,Luxury,1084.85,2,2025-06-07,False,Credit Card,Mobile App,4.1,True
SALE_000131,CUST_00308,PROD_5228,Organic,Groceries,45.18,4,2025-07-09,True,Gift Card,In-Store,4.4,False
SALE_000132,CUST_00400,PROD_6961,Utilities,Essentials,14.1,2,2025-06-28,False,Gift Card,Online,4.3,True
SALE_000133,CUST_00258,PROD_0297,Concerts,Entertainment,63.1,3,2025-07-26,False,Debit Card,Phone,3.6,True
SALE_000134,CUST_00115,PROD_0864,Laptop,Electronics,282.02,6,2025-07-28,True,Debit Card,In-Store,5.0,False
SALE_000135,CUST_00241,PROD_0473,Kitchen,Home,128.24,4,2025-06-10,False,Credit Card,In-Store,4.8,True
SALE_000136,CUST_00353,PROD_4340,Flights,Travel,1469.5,3,2025-05-31,False,PayPal,Phone,5.0,True
SALE_000137,CUST_00094,PROD_7562,Books,Entertainment,20.38,1,2025-08-04,False,Gift Card,In-Store,4.8,False
SALE_000138,CUST_00068,PROD_8128,Designer,Luxury,582.54,3,2025-05-14,False,PayPal,Mobile App,4.8,True
SALE_000139,CUST_00165,PROD_0297,Concerts,Entertainment,25.11,2,2025-04-20,True,Cash,Mobile App,3.8,False
SALE_000140,CUST_00162,PROD_4458,Furniture,Home,120.18,5,2025-05-16,True,Gift Card,Phone,3.9,False
SALE_000141,CUST_00020,PROD_1486,Camera,Electronics,474.17,3,2025-01-12,False,PayPal,In-Store,5.0,True
SALE_000142,CUST_00110,PROD_0864,Laptop,Electronics,393.21,6,2025-08-05,False,Cash,Phone,4.7,False
SALE_000143,CUST_00130,PROD_0972,Bulk,Discount,9.07,6,2025-07-02,False,Gift Card,Mobile App,5.0,False
SALE_000144,CUST_00091,PROD_6961,Utilities,Essentials,33.38,4,2025-07-11,False,Cash,Online,4.7,True
SALE_000145,CUST_00275,PROD_7649,Medical,Health,52.24,4,2025-08-04,False,Credit Card,Mobile App,3.2,False
SALE_000146,CUST_00233,PROD_9944,Snacks,Groceries,19.05,3,2025-06-19,False,Gift Card,In-Store,4.8,True
SALE_000147,CUST_00410,PROD_3240,Clearance,Discount,7.44,1,2025-07-12,False,Cash,Online,3.8,True
SALE_000148,CUST_00312,PROD_4112,Jewelry,Luxury,994.55,4,2025-07-26,True,Credit Card,Mobile App,4.7,True
SALE_000149,CUST_00038,PROD_5089,Streaming,Entertainment,23.73,3,2025-08-02,False,Cash,Online,4.9,True
SALE_000150,CUST_00474,PROD_6980,Fresh,Groceries,21.38,1,2025-06-23,False,Debit Card,Mobile App,4.4,False
SALE_000151,CUST_00364,PROD_0297,Concerts,Entertainment,70.86,3,2025-07-03,True,Debit Card,In-Store,5.0,False
SALE_000152,CUST_00053,PROD_1745,Tablet,Electronics,446.4,2,2025-07-04,True,Gift Card,Phone,4.2,True
SALE_000153,CUST_00410,PROD_0972,Bulk,Discount,5.11,3,2025-06-29,False,Credit Card,Online,4.1,False
SALE_000154,CUST_00465,PROD_9944,Snacks,Groceries,12.72,3,2025-05-31,True,Gift Card,Phone,4.2,True
SALE_000155,CUST_00218,PROD_5228,Organic,Groceries,29.62,3,2025-07-24,False,Debit Card,Online,4.3,True
SALE_000156,CUST_00450,PROD_5228,Organic,Groceries,5.0,4,2025-06-01,True,Debit Card,Mobile App,4.0,True
SALE_000157,CUST_00378,PROD_0972,Bulk,Discount,4.33,3,2025-04-20,False,Debit Card,Mobile App,3.4,False
SALE_000158,CUST_00384,PROD_8417,Exclusive,Luxury,233.01,2,2025-05-27,True,Cash,Online,5.0,True
SALE_000159,CUST_00184,PROD_9246,Appliances,Home,269.68,3,2025-05-11,False,Debit Card,In-Store,4.5,True
SALE_000160,CUST_00349,PROD_4112,Jewelry,Luxury,2209.62,4,2025-02-10,False,PayPal,Phone,4.3,False
SALE_000161,CUST_00034,PROD_7562,Books,Entertainment,19.85,1,2025-05-17,True,Credit Card,In-Store,4.5,False
SALE_000162,CUST_00105,PROD_4881,Smartphone,Electronics,213.24,2,2025-07-13,True,Credit Card,Mobile App,4.5,False
SALE_000163,CUST_00047,PROD_7562,Books,Entertainment,31.04,2,2025-06-19,True,PayPal,In-Store,4.3,True
SALE_000164,CUST_00242,PROD_5170,Decor,Home,159.09,3,2025-04-01,False,Cash,In-Store,4.5,True
SALE_000165,CUST_00094,PROD_7562,Books,Entertainment,24.82,3,2025-06-21,False,PayPal,In-Store,4.0,True
SALE_000166,CUST_00179,PROD_7244,Garden,Home,217.91,4,2025-06-28,False,PayPal,Phone,3.9,True
SALE_000167,CUST_00051,PROD_2689,Personal,Health,38.85,3,2025-04-24,True,Credit Card,Mobile App,5.0,True
SALE_000168,CUST_00081,PROD_0534,Shoes,Fashion,55.74,1,2025-06-03,False,Gift Card,Phone,4.8,False
SALE_000169,CUST_00205,PROD_0297,Concerts,Entertainment,30.49,3,2025-08-03,True,Cash,In-Store,3.7,True
SALE_000170,CUST_00331,PROD_5660,Packages,Travel,891.71,3,2025-07-09,False,Credit Card,In-Store,4.1,False
SALE_000171,CUST_00429,PROD_5228,Organic,Groceries,8.64,1,2025-05-03,False,Debit Card,Mobile App,4.4,True
SALE_000172,CUST_00244,PROD_6980,Fresh,Groceries,27.25,3,2025-08-04,False,Gift Card,Phone,4.4,True
SALE_000173,CUST_00057,PROD_9288,Accessories,Fashion,84.02,3,2025-07-14,False,Debit Card,In-Store,4.2,False
SALE_000174,CUST_00127,PROD_2864,Gaming,Electronics,414.04,3,2025-02-04,False,Credit Card,Online,4.6,False
SALE_000175,CUST_00495,PROD_9944,Snacks,Groceries,16.96,1,2025-08-07,False,Credit Card,In-Store,4.0,True
SALE_000176,CUST_00404,PROD_4881,Smartphone,Electronics,183.33,2,2025-04-09,False,Credit Card,Phone,3.3,False
SALE_000177,CUST_00490,PROD_7925,Hotels,Travel,355.61,6,2025-05-05,False,Debit Card,In-Store,3.0,False
SALE_000178,CUST_00249,PROD_1670,Beverages,Groceries,22.46,4,2025-05-07,False,Debit Card,Phone,3.5,False
SALE_000179,CUST_00237,PROD_2355,Basic,Discount,9.12,3,2025-07-31,True,PayPal,Phone,4.2,True
SALE_000180,CUST_00036,PROD_0864,Laptop,Electronics,385.16,3,2025-07-19,False,Debit Card,Phone,4.9,False
SALE_000181,CUST_00246,PROD_5170,Decor,Home,266.19,4,2025-06-22,False,PayPal,Mobile App,4.9,False
SALE_000182,CUST_00027,PROD_4930,Jeans,Fashion,52.84,3,2025-05-27,False,Cash,Online,3.6,False
SALE_000183,CUST_00464,PROD_7649,Medical,Health,25.58,4,2025-05-24,False,Cash,Online,4.6,True
SALE_000184,CUST_00201,PROD_0688,Skincare,Health,66.9,3,2025-07-11,False,Credit Card,In-Store,4.6,True
SALE_000185,CUST_00107,PROD_3948,Fitness,Health,55.67,5,2025-06-19,False,Gift Card,Mobile App,4.8,True
SALE_000186,CUST_00171,PROD_6961,Utilities,Essentials,21.77,5,2025-07-01,False,Debit Card,Mobile App,4.0,True
SALE_000187,CUST_00393,PROD_3240,Clearance,Discount,4.73,1,2025-02-25,True,Cash,In-Store,3.8,False
SALE_000188,CUST_00302,PROD_3097,Premium,Luxury,1977.86,4,2025-07-30,False,Credit Card,Online,5.0,True
SALE_000189,CUST_00294,PROD_8417,Exclusive,Luxury,1463.08,2,2025-06-12,False,Debit Card,Phone,5.0,False
SALE_000190,CUST_00158,PROD_9766,Games,Entertainment,54.22,4,2025-05-28,False,Credit Card,Phone,3.6,False
SALE_000191,CUST_00099,PROD_1745,Tablet,Electronics,309.02,3,2025-06-14,False,Gift Card,Mobile App,4.9,True
SALE_000192,CUST_00363,PROD_6061,Insurance,Travel,1131.32,2,2025-07-23,False,Gift Card,In-Store,4.7,True
SALE_000193,CUST_00202,PROD_9246,Appliances,Home,157.49,1,2025-01-25,True,Gift Card,Online,4.4,True
SALE_000194,CUST_00387,PROD_9896,Generic,Discount,5.26,4,2025-05-28,False,Gift Card,Mobile App,2.9,False
SALE_000195,CUST_00180,PROD_6220,Seasonal,Discount,11.98,3,2025-07-23,True,Gift Card,Online,5.0,True
SALE_000196,CUST_00108,PROD_1486,Camera,Electronics,210.73,4,2025-08-01,False,Cash,Online,5.0,False
SALE_000197,CUST_00191,PROD_0688,Skincare,Health,36.44,4,2025-06-02,False,Cash,Online,5.0,True
SALE_000198,CUST_00102,PROD_7899,Dress,Fashion,68.22,3,2025-05-24,False,Gift Card,In-Store,4.9,True
SALE_000199,CUST_00037,PROD_4412,Jacket,Fashion,52.7,4,2025-07-13,False,Credit Card,In-Store,4.3,False
SALE_000200,CUST_00482,PROD_4230,Frozen,Groceries,17.54,4,2025-02-26,False,PayPal,Online,3.8,False
SALE_000201,CUST_00184,PROD_0473,Kitchen,Home,270.46,2,2025-07-30,False,Debit Card,Online,3.6,True
SALE_000202,CUST_00035,PROD_6980,Fresh,Groceries,14.29,3,2025-08-04,False,PayPal,Online,4.6,True
SALE_000203,CUST_00310,PROD_2355,Basic,Discount,23.19,2,2025-04-07,False,Gift Card,Mobile App,5.0,True
SALE_000204,CUST_00352,PROD_7637,Movies,Entertainment,91.97,4,2025-03-28,False,PayPal,Online,4.5,True
SALE_000205,CUST_00137,PROD_5089,Streaming,Entertainment,22.26,3,2025-06-01,False,PayPal,Phone,4.7,True
SALE_000206,CUST_00236,PROD_9944,Snacks,Groceries,21.66,1,2025-07-02,False,Debit Card,Mobile App,3.8,True
SALE_000207,CUST_00344,PROD_3010,Activities,Travel,932.25,3,2025-07-29,False,Cash,In-Store,5.0,False
SALE_000208,CUST_00107,PROD_4881,Smartphone,Electronics,403.64,3,2025-05-23,False,Debit Card,Online,4.5,True
SALE_000209,CUST_00059,PROD_5103,T-Shirt,Fashion,69.55,2,2025-04-02,False,Credit Card,In-Store,5.0,True
SALE_000210,CUST_00126,PROD_1745,Tablet,Electronics,499.02,5,2025-06-13,False,Cash,Phone,4.7,True
SALE_000211,CUST_00438,PROD_7649,Medical,Health,14.4,6,2025-06-28,False,Debit Card,In-Store,3.0,False
SALE_000212,CUST_00271,PROD_0473,Kitchen,Home,192.86,1,2025-06-04,False,PayPal,In-Store,3.0,False
SALE_000213,CUST_00023,PROD_4430,Headphones,Electronics,431.19,5,2025-06-24,False,Credit Card,Mobile App,5.0,True
SALE_000214,CUST_00182,PROD_9246,Appliances,Home,347.38,3,2025-06-30,False,Cash,Phone,4.3,False
SALE_000215,CUST_00281,PROD_5660,Packages,Travel,874.91,3,2025-08-01,False,PayPal,Online,4.0,True
SALE_000216,CUST_00098,PROD_4430,Headphones,Electronics,366.11,1,2024-12-06,False,Debit Card,Phone,5.0,False
SALE_000217,CUST_00360,PROD_9255,Car Rental,Travel,1095.19,3,2025-07-12,False,PayPal,Phone,5.0,True
SALE_000218,CUST_00444,PROD_9896,Generic,Discount,5.64,3,2025-06-12,True,Cash,Mobile App,4.0,False
SALE_000219,CUST_00379,PROD_0655,Personal Care,Essentials,14.18,5,2025-05-25,False,Cash,Online,3.5,False
SALE_000220,CUST_00221,PROD_9246,Appliances,Home,269.56,2,2025-05-11,False,Cash,Mobile App,4.2,True
SALE_000221,CUST_00094,PROD_0534,Shoes,Fashion,67.29,2,2025-05-01,False,Cash,Mobile App,4.7,True
SALE_000222,CUST_00128,PROD_2864,Gaming,Electronics,323.53,1,2025-07-26,False,Cash,Online,5.0,True
SALE_000223,CUST_00249,PROD_3948,Fitness,Health,45.99,2,2025-08-03,False,Cash,Mobile App,4.3,False
SALE_000224,CUST_00367,PROD_5228,Organic,Groceries,65.08,2,2025-06-28,False,Gift Card,Mobile App,4.6,True
SALE_000225,CUST_00491,PROD_6980,Fresh,Groceries,7.48,3,2025-06-30,True,Gift Card,Online,4.1,False
SALE_000226,CUST_00088,PROD_2864,Gaming,Electronics,271.56,2,2025-07-04,False,Credit Card,Online,4.7,True
